n=100000
1,6
2,5
3,3
4,3
5,4
6,5
7,5
8,3
9,3
10,6
11,3
12,3
13,2
14,3
15,2
16,3
17,1
18,4
19,4
20,1
21,4
22,6
23,1
24,2
25,2
26,3
27,1
28,2
29,2
30,3
31,6
32,1
33,3
34,3
35,3
36,4
37,5
38,4
39,5
40,1
41,5
42,1
43,1
44,3
45,4
46,5
47,6
48,6
49,3
50,1
51,6
52,3
53,3
54,6
55,2
56,2
57,6
58,6
59,3
60,2
61,4
62,5
63,4
64,1
65,1
66,2
67,1
68,5
69,4
70,2
71,3
72,1
73,6
74,5
75,5
76,4
77,4
78,1
79,3
80,2
81,1
82,4
83,4
84,1
85,1
86,5
87,6
88,3
89,2
90,3
91,1
92,1
93,1
94,6
95,3
96,5
97,1
98,2
99,2
100,5
101,3
102,3
103,6
104,3
105,4
106,6
107,3
108,2
109,3
110,6
111,1
112,6
113,2
114,6
115,5
116,5
117,4
118,1
119,2
120,6
121,3
122,5
123,6
124,2
125,3
126,6
127,6
128,1
129,1
130,5
131,4
132,4
133,6
134,3
135,2
136,3
137,4
138,5
139,2
140,5
141,2
142,4
143,5
144,3
145,6
146,2
147,4
148,2
149,6
150,1
151,1
152,1
153,1
154,3
155,3
156,3
157,6
158,3
159,3
160,5
161,5
162,3
163,6
164,4
165,3
166,2
167,5
168,4
169,5
170,6
171,2
172,5
173,3
174,5
175,3
176,5
177,2
178,4
179,4
180,3
181,1
182,2
183,1
184,1
185,2
186,4
187,4
188,2
189,1
190,2
191,3
192,1
193,1
194,3
195,2
196,2
197,3
198,5
199,4
200,5
201,1
202,4
203,6
204,5
205,3
206,5
207,6
208,4
209,5
210,3
211,2
212,4
213,3
214,1
215,3
216,2
217,6
218,2
219,5
220,4
221,5
222,5
223,4
224,5
225,4
226,3
227,3
228,2
229,6
230,1
231,4
232,1
233,2
234,6
235,1
236,4
237,1
238,6
239,3
240,6
241,3
242,6
243,3
244,4
245,4
246,1
247,5
248,4
249,6
250,1
251,3
252,4
253,1
254,4
255,3
256,4
257,5
258,6
259,1
260,5
261,4
262,1
263,3
264,1
265,4
266,6
267,6
268,4
269,1
270,4
271,4
272,4
273,5
274,4
275,2
276,1
277,4
278,5
279,6
280,1
281,2
282,5
283,1
284,1
285,1
286,1
287,4
288,4
289,5
290,1
291,6
292,4
293,5
294,1
295,2
296,6
297,3
298,5
299,5
300,4
301,1
302,6
303,5
304,6
305,6
306,1
307,1
308,5
309,4
310,2
311,4
312,2
313,4
314,1
315,6
316,1
317,4
318,2
319,2
320,5
321,4
322,5
323,5
324,1
325,5
326,6
327,1
328,6
329,3
330,5
331,5
332,3
333,1
334,5
335,4
336,4
337,4
338,3
339,4
340,5
341,2
342,2
343,6
344,4
345,5
346,6
347,1
348,1
349,6
350,1
351,3
352,2
353,1
354,6
355,6
356,2
357,3
358,6
359,6
360,6
361,1
362,5
363,5
364,4
365,4
366,4
367,6
368,2
369,6
370,4
371,6
372,2
373,3
374,2
375,5
376,4
377,2
378,5
379,5
380,2
381,1
382,2
383,1
384,5
385,2
386,1
387,1
388,6
389,4
390,6
391,6
392,4
393,6
394,5
395,6
396,2
397,2
398,5
399,4
400,6
401,2
402,6
403,6
404,3
405,4
406,5
407,3
408,1
409,1
410,3
411,4
412,3
413,6
414,4
415,2
416,1
417,4
418,4
419,2
420,5
421,1
422,1
423,6
424,2
425,1
426,6
427,2
428,3
429,5
430,1
431,3
432,4
433,2
434,4
435,4
436,5
437,3
438,4
439,1
440,2
441,5
442,4
443,1
444,1
445,3
446,6
447,6
448,3
449,4
450,5
451,5
452,3
453,1
454,4
455,1
456,3
457,6
458,3
459,4
460,6
461,6
462,6
463,6
464,5
465,2
466,4
467,5
468,3
469,1
470,4
471,6
472,3
473,5
474,5
475,3
476,6
477,5
478,6
479,3
480,4
481,1
482,1
483,1
484,3
485,1
486,1
487,1
488,1
489,3
490,2
491,4
492,6
493,6
494,2
495,2
496,5
497,6
498,5
499,5
500,3
501,2
502,1
503,3
504,2
505,5
506,6
507,2
508,1
509,2
510,3
511,5
512,5
513,3
514,3
515,6
516,4
517,3
518,2
519,2
520,1
521,3
522,1
523,5
524,5
525,3
526,5
527,2
528,3
529,2
530,5
531,6
532,6
533,4
534,5
535,1
536,5
537,2
538,4
539,1
540,4
541,2
542,6
543,5
544,5
545,1
546,2
547,2
548,5
549,6
550,4
551,5
552,6
553,5
554,1
555,1
556,6
557,5
558,3
559,3
560,6
561,2
562,3
563,3
564,1
565,5
566,1
567,5
568,3
569,5
570,3
571,6
572,1
573,4
574,5
575,6
576,2
577,2
578,3
579,4
580,3
581,6
582,2
583,5
584,3
585,6
586,2
587,2
588,1
589,1
590,5
591,4
592,4
593,5
594,5
595,2
596,5
597,4
598,4
599,1
600,3
601,6
602,1
603,3
604,6
