n=10000
1,5
2,1
3,1
4,2
5,4
6,1
7,6
8,4
9,4
10,2
11,6
12,3
13,2
14,1
15,5
16,5
17,1
18,5
19,6
20,6
21,5
22,1
23,3
24,1
25,1
26,3
27,3
28,3
29,3
30,2
31,1
32,4
33,3
34,6
35,6
36,4
37,2
38,2
39,4
40,5
41,1
42,5
43,1
44,6
45,2
46,3
47,5
48,4
49,1
50,1
51,1
52,6
53,2
54,6
55,4
56,1
57,1
58,3
59,1
60,4
61,4
62,1
63,3
64,1
65,3
66,2
67,5
68,5
69,5
70,4
71,5
72,1
73,1
74,1
75,1
76,5
77,1
78,5
79,6
80,6
81,6
82,5
83,5
84,4
85,4
86,2
87,2
88,1
89,6
90,1
91,4
92,1
93,3
94,4
95,5
96,2
97,2
98,2
99,3
100,4
101,1
102,5
103,6
104,4
105,5
106,3
107,1
108,2
109,1
110,6
111,4
112,4
113,2
114,2
115,6
116,1
117,5
118,3
119,4
120,4
121,3
122,6
123,1
124,3
125,5
126,3
127,4
128,4
129,5
130,2
131,3
132,5
133,3
134,1
135,4
136,4
137,1
138,4
139,5
140,6
141,1
142,2
143,5
144,6
145,1
146,6
147,3
148,1
149,2
150,3
151,6
152,1
153,1
154,1
155,3
156,1
157,6
158,3
159,3
160,2
161,6
162,3
163,5
164,3
165,1
166,2
167,2
168,2
169,5
170,6
171,4
172,3
173,2
174,4
175,3
176,3
177,4
178,3
179,1
180,1
181,3
182,3
183,6
184,2
185,3
186,2
187,5
188,3
189,1
190,2
191,6
192,1
193,3
194,2
195,1
196,4
197,4
198,4
199,4
200,5
201,6
202,2
203,1
204,2
205,2
206,2
207,2
208,6
209,5
210,2
211,4
212,2
213,6
214,4
215,2
216,5
217,4
218,6
219,2
220,4
221,1
222,5
223,6
224,5
225,2
226,6
227,3
228,5
229,6
230,4
231,5
232,3
233,4
234,4
235,5
236,2
237,6
238,1
239,1
240,2
241,1
242,6
243,5
244,5
245,2
246,4
247,3
248,4
249,3
250,4
251,4
252,6
253,1
254,2
255,3
256,1
257,2
258,6
259,2
260,1
261,5
262,3
263,3
264,3
265,1
266,1
267,2
268,1
269,4
270,3
271,5
272,2
273,6
274,3
275,6
276,4
277,4
278,3
279,1
280,6
281,3
282,1
283,6
284,4
285,3
286,6
287,6
288,4
289,6
290,4
291,1
292,1
293,1
294,1
295,5
296,6
297,3
298,6
299,6
300,3
301,3
302,5
303,1
304,1
305,2
306,3
307,1
308,2
309,6
310,2
311,2
312,6
313,6
314,3
315,2
316,2
317,3
318,2
319,3
320,3
321,3
322,3
323,4
324,3
325,6
326,6
327,5
328,3
329,1
330,5
331,6
332,1
333,4
334,3
335,3
336,3
337,1
338,1
339,5
340,4
341,6
342,6
343,6
344,6
345,6
346,5
347,6
348,4
349,5
350,2
351,3
352,3
353,4
354,2
355,3
356,5
357,5
358,4
359,3
360,3
361,1
362,6
363,4
364,4
365,1
366,2
367,3
368,6
369,2
370,5
371,4
372,6
373,3
374,3
375,4
376,4
377,6
378,5
379,1
380,2
381,3
382,4
383,5
384,6
385,2
386,1
387,1
388,5
389,4
390,2
391,6
392,2
393,4
394,1
395,6
396,5
397,2
398,2
399,3
400,6
401,3
402,4
403,6
404,6
405,4
406,6
407,1
408,2
409,5
410,3
411,5
412,3
413,6
414,5
415,3
416,6
417,6
418,1
419,3
420,3
421,3
422,1
423,2
424,6
425,5
426,3
427,6
428,4
429,6
430,4
431,6
432,3
433,6
434,6
435,2
436,5
437,6
438,6
439,6
440,1
441,1
442,6
443,5
444,1
445,4
446,2
447,3
448,2
449,5
450,2
451,4
452,1
453,5
454,5
455,5
456,6
457,3
458,5
459,3
460,1
461,1
462,1
463,5
464,6
465,4
466,4
467,5
468,3
469,2
470,4
471,6
