n=1000
1,6
2,4
3,6
4,4
5,4
6,4
7,1
8,5
9,2
10,5
11,3
12,1
13,6
14,6
15,1
16,2
17,4
18,3
19,5
20,4
21,1
22,4
23,5
24,4
25,6
26,4
27,5
28,1
29,4
30,4
31,2
32,6
33,5
34,6
35,3
36,1
37,6
38,2
39,5
40,5
41,2
42,5
43,1
44,3
45,1
46,5
47,6
48,4
49,2
50,2
51,5
52,6
53,1
54,5
55,6
56,1
57,5
58,6
59,4
60,1
61,2
62,5
63,6
64,6
65,5
66,1
67,3
68,1
69,3
70,4
71,5
72,3
73,4
74,2
75,4
76,4
77,5
78,6
79,3
80,4
81,3
82,6
83,3
84,1
85,6
86,2
87,3
88,3
89,4
90,6
91,4
92,4
93,6
94,3
95,2
96,6
97,2
98,5
99,2
100,1
101,4
102,1
103,1
104,4
105,3
106,1
107,4
108,6
109,4
110,3
111,5
112,5
113,1
114,4
115,2
116,1
117,1
118,2
119,2
120,5
121,6
122,6
123,1
124,2
125,4
126,6
127,2
128,4
129,4
130,6
131,6
132,1
133,6
134,4
135,6
136,6
137,1
138,4
139,5
140,5
141,2
142,4
143,4
144,3
145,2
146,4
147,2
148,1
149,2
150,3
151,6
152,2
153,5
154,5
155,6
156,2
157,5
158,6
159,2
160,1
161,6
162,4
163,2
164,2
165,6
166,6
167,4
168,2
169,5
170,1
171,6
172,1
173,4
174,2
175,6
176,3
177,5
178,2
179,6
180,1
181,6
182,6
183,6
184,6
185,3
186,5
187,5
188,3
189,2
190,3
191,3
192,6
193,5
194,3
195,4
196,5
197,6
198,5
199,3
200,2
201,3
202,5
203,1
204,5
205,3
206,5
207,1
208,3
209,2
210,2
211,3
212,1
213,3
214,1
215,2
216,6
217,1
218,5
219,3
220,1
221,1
222,4
223,5
224,4
225,2
226,3
227,3
228,3
229,6
230,4
231,2
232,4
233,3
234,5
235,3
236,5
237,1
238,1
239,1
240,5
241,5
242,3
243,1
244,3
245,6
246,2
247,1
248,6
249,1
250,5
251,3
252,1
253,5
254,6
255,6
256,6
257,5
258,2
259,4
260,6
261,2
262,2
263,2
264,4
265,5
266,4
267,2
268,6
269,1
270,6
271,6
272,1
273,4
274,2
275,1
276,4
277,2
278,1
279,6
280,3
281,4
282,5
283,2
284,2
285,4
286,1
287,4
288,1
289,6
290,3
291,4
292,2
293,4
294,4
295,1
296,1
297,4
298,4
299,3
300,5
301,4
302,1
303,4
304,4
305,4
306,4
307,3
308,2
309,6
310,4
311,3
312,5
313,1
314,2
315,1
316,6
317,4
318,4
319,5
320,6
321,5
322,1
323,4
324,6
325,1
326,1
327,2
328,4
329,6
330,1
331,5
332,4
333,5
334,3
335,3
336,4
337,5
338,3
339,4
340,2
341,3
342,2
343,3
344,1
345,4
346,1
347,4
348,2
349,6
350,4
351,1
352,2
353,2
354,4
355,4
356,3
357,4
358,4
359,3
360,5
361,5
362,1
363,1
364,3
365,4
366,4
367,2
368,2
369,2
370,5
371,3
372,5
373,2
374,5
375,1
376,2
377,2
378,2
379,4
380,2
381,3
382,6
383,4
384,6
385,3
386,5
387,1
388,1
389,1
390,5
391,3
392,6
393,5
394,2
395,3
396,5
397,3
398,3
399,4
400,5
401,1
402,1
403,3
404,3
405,3
406,1
407,1
408,6
409,5
410,5
411,4
412,3
413,1
414,5
415,1
416,3
417,4
418,6
419,3
420,5
421,6
422,6
423,4
424,1
425,4
426,1
427,5
428,1
429,2
430,1
431,2
432,5
433,1
434,2
435,5
436,1
437,5
438,2
439,3
440,1
441,1
442,5
443,2
444,2
445,2
446,5
447,2
448,5
449,4
450,2
451,5
452,5
453,6
454,5
455,1
456,4
457,2
458,6
459,4
460,2
461,2
462,5
463,1
464,3
465,3
466,4
467,4
468,1
469,4
470,4
471,2
472,6
473,4
474,5
475,6
476,6
477,4
478,1
479,4
480,6
481,4
482,4
483,3
484,4
485,4
486,1
487,4
488,5
489,3
490,1
491,1
492,5
493,3
494,5
495,3
496,6
497,3
498,5
499,6
500,1
501,2
502,3
503,3
504,6
505,3
506,6
507,6
508,4
509,3
510,4
511,5
512,6
513,4
514,4
515,1
516,2
517,5
518,6
519,3
520,4
521,6
522,2
523,4
524,5
525,5
526,3
527,6
528,1
529,3
530,5
531,1
532,3
533,1
534,2
535,4
536,6
537,5
538,3
539,5
540,6
541,2
542,5
543,4
544,4
545,4
546,6
547,4
548,3
549,2
550,5
551,6
552,1
553,4
554,2
555,6
556,5
557,2
558,5
559,1
560,1
561,3
562,6
563,3
564,2
565,6
566,3
567,3
568,5
569,6
570,2
571,6
572,6
573,2
574,3
575,1
576,3
577,3
578,6
579,1
580,5
581,1
582,3
583,3
584,5
585,2
586,3
587,5
588,1
589,1
590,2
591,1
592,5
593,3
594,2
595,1
596,2
597,4
598,5
599,6
600,2
601,2
602,1
603,1
604,5
605,4
606,5
607,1
608,4
609,1
610,3
611,1
612,2
613,3
614,6
615,5
616,2
617,4
618,2
619,4
620,2
621,2
622,1
623,4
624,4
625,4
626,6
627,3
628,4
629,3
630,2
631,6
632,3
633,6
634,1
635,5
636,2
637,4
638,6
639,6
640,4
641,5
642,4
643,6
644,5
645,2
646,3
647,5
648,4
649,1
650,1
651,6
652,6
653,1
654,4
655,3
656,3
657,3
658,5
659,3
660,4
661,1
662,1
663,3
664,2
665,4
666,3
667,2
668,5
669,5
670,2
671,3
672,1
673,3
674,3
675,5
676,1
677,5
678,4
679,3
680,1
681,4
682,1
683,6
684,2
685,1
686,1
687,4
688,6
689,1
690,5
691,5
692,2
693,4
694,6
695,3
696,3
697,3
698,4
699,3
700,2
701,3
702,2
703,6
704,4
705,3
706,3
707,5
708,5
709,6
710,6
711,6
712,6
713,4
714,1
715,1
716,6
717,4
718,5
719,2
720,2
721,2
722,4
723,1
724,5
725,1
726,3
727,6
728,2
729,4
730,6
731,6
732,2
733,3
734,3
735,5
736,3
737,3
738,6
739,1
740,1
741,1
742,5
743,3
744,6
745,4
746,6
747,1
748,3
749,3
750,1
751,5
752,6
753,2
754,4
755,5
756,6
757,5
758,4
759,4
760,6
761,6
762,1
763,4
764,4
765,3
766,1
767,3
768,2
769,4
770,4
771,5
772,5
773,6
774,3
775,4
776,6
777,1
778,4
779,4
780,5
781,6
782,2
783,6
784,4
785,1
786,5
787,2
788,5
789,4
790,5
791,2
792,2
793,6
794,3
795,2
796,5
797,4
798,3
799,5
800,5
801,4
802,1
803,3
804,6
805,2
806,5
807,1
808,3
809,2
810,4
811,2
812,5
813,4
814,3
815,3
816,5
817,5
818,3
819,4
820,2
821,2
822,5
823,1
824,2
825,6
826,5
827,2
828,3
829,2
830,5
831,2
832,1
833,6
834,5
835,6
836,1
837,4
838,2
839,1
840,1
841,5
842,6
843,4
844,6
845,3
846,6
847,3
848,4
849,5
850,4
851,1
852,5
853,4
854,2
855,4
856,6
857,5
858,6
859,2
860,1
861,1
862,6
863,4
864,6
865,6
866,3
867,5
868,1
869,3
870,3
871,4
872,5
873,4
874,1
875,1
876,2
877,3
878,5
879,1
880,2
881,2
882,4
883,3
884,3
885,3
886,6
887,2
888,5
889,1
890,4
891,2
892,6
893,5
894,2
895,4
896,4
897,1
898,4
899,5
900,3
901,2
902,4
903,2
904,2
905,2
906,6
907,1
908,6
909,4
910,4
911,1
912,6
913,3
914,1
915,6
916,1
917,2
918,5
919,1
920,5
921,4
922,6
923,4
924,2
925,6
926,3
927,1
928,2
929,3
930,6
931,4
932,6
933,5
934,4
935,3
936,6
937,2
938,5
939,2
940,6
941,3
942,1
943,5
944,1
945,1
946,2
947,1
948,1
949,6
950,4
951,2
952,6
953,4
954,1
955,4
956,3
957,3
958,5
959,3
960,3
961,1
962,6
963,5
964,6
965,2
966,5
967,1
968,1
969,3
970,5
971,1
972,3
973,2
974,5
975,2
976,3
977,4
978,1
979,4
980,6
981,2
982,1
983,4
984,3
985,6
986,6
987,4
988,1
989,5
990,4
991,4
992,3
993,2
994,2
995,5
996,4
997,2
998,3
999,3
1000,5
